x	sale.date	sales.rep	rep.sex	rep.region	rep.feedback	wine	type	cost	unit.price	units.sold	income	expenses	year
7950	5/14/2011	Mamie Fullington	0	South	6	Cabernet Sauvignon	red	3.624	11.96	18	215.28	6.156	2011
296	5/14/2011	Tori Hastie	0	South	6	Cabernet Sauvignon	red	3.624	11.96	27	322.92	6.8305	2011
317	5/14/2011	Vicki Kilkenny	0	West	6	Pinot Gris	white	3.741	12.47	9	112.23	6.6402	2011
9432	5/15/2011	Ben Gerry	1	East	6	Cabernet Sauvignon	red	3.624	12.08	15	181.2	7.098	2011
5589	5/15/2011	Lavera Mccallie	0	South	8	Chardonnay	white	3.15	10.38	28	290.64	7.467	2011
4510	5/15/2011	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	20	148.6	5.1306	2011
5350	5/16/2011	Lolita Wass	0	Central	5	Shiraz	red	6.051	19.74	24	473.76	10.04	2011
8088	5/16/2011	Nilda Hypolite	0	Central	6	Pinot Gris	white	3.741	12.04	22	264.88	6.17	2011
7816	5/16/2011	Virgilio Mcelligott	1	Central	7	Cabernet Sauvignon	red	3.624	11.65	12	139.8	6.83	2011
9471	5/16/2011	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	17	126.31	5.5335	2011
5263	5/16/2011	Lavera Mccallie	0	South	7	Pinot Gris	white	3.741	12.35	6	74.1	5.985	2011
3277	5/16/2011	Vicki Kilkenny	0	West	6	Merlot	red	2.229	7.43	18	133.74	4.2942	2011
345	5/16/2011	Vicki Kilkenny	0	West	6	Pinot Gris	white	3.741	12.47	13	162.11	5.967	2011
6477	5/18/2011	Lolita Wass	0	Central	6	Cabernet Sauvignon	red	3.624	11.65	9	104.85	5.8	2011
3471	5/18/2011	Eura Begay	0	North	6	Riesling	white	2.097	7.94	17	134.98	5.21	2011
5251	5/18/2011	Yolando Galicia	0	North	5	Pinot Gris	white	3.741	13.42	19	254.98	8.08	2011
3181	5/18/2011	Bianca Suchan	0	West	7	Pinot Gris	white	3.741	12.47	14	174.58	6.936	2011
968	5/19/2011	Nilda Hypolite	0	Central	4	Merlot	red	2.229	7	12	84	3.72	2011
7559	5/19/2011	Eura Begay	0	North	5	Pinot Gris	white	3.741	13.42	12	161.04	7.06	2011
2750	5/19/2011	Jewel Copas	1	South	8	Chardonnay	white	3.15	10.38	20	207.6	5.928	2011
6185	5/20/2011	Dannette Saltsman	0	Central	7	Riesling	white	2.097	6.56	15	98.4	4.16	2011
4476	5/20/2011	Aiko Hamsher	0	East	6	Sauvignon Blanc	white	2.697	8.99	13	116.87	5.7225	2011
4522	5/20/2011	Clement Arias	1	North	5	Merlot	red	2.229	8.38	7	58.66	3.78	2011
8495	5/20/2011	Eura Begay	0	North	6	Sauvignon Blanc	white	2.697	9.94	17	168.98	5.36	2011
1755	5/20/2011	Jewel Copas	1	South	6	Merlot	red	2.229	7.31	8	58.48	3.724	2011
8767	5/20/2011	Mamie Fullington	0	South	4	Merlot	red	2.229	7.31	8	58.48	3.8285	2011
1298	5/21/2011	Kym Velarde	0	East	5	Chardonnay	white	3.15	10.5	11	115.5	6.027	2011
6668	5/21/2011	Shameka Mertes	0	North	8	Chardonnay	white	3.15	11.45	16	183.2	6.09	2011
9718	5/21/2011	Yolando Galicia	0	North	5	Riesling	white	2.097	7.94	16	127.04	4.3	2011
3730	5/21/2011	Jewel Copas	1	South	7	Riesling	white	2.097	6.87	10	68.7	3.8095	2011
1782	5/21/2011	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	17	126.31	4.6614	2011
349	5/22/2011	Lesia Belt	0	West	4	Merlot	red	2.229	7.43	12	89.16	3.8658	2011
8472	5/23/2011	Dannette Saltsman	0	Central	5	Chardonnay	white	3.15	10.07	39	392.73	7.62	2011
9170	5/23/2011	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	9	66.87	4.053	2011
6884	5/23/2011	Deloras Mcfetridge	0	West	6	Cabernet Sauvignon	red	3.624	12.08	8	96.64	5.712	2011
6614	5/23/2011	Deloras Mcfetridge	0	West	7	Merlot	red	2.229	7.43	16	118.88	5.0796	2011
4273	5/24/2011	Shameka Mertes	0	North	6	Sauvignon Blanc	white	2.697	9.94	13	129.22	4.89	2011
6883	5/24/2011	Yolando Galicia	0	North	5	Merlot	red	2.229	8.38	21	175.98	5.48	2011
3064	5/24/2011	Mamie Fullington	0	South	7	Merlot	red	2.229	7.31	20	146.2	4.712	2011
1207	5/24/2011	Bianca Suchan	0	West	4	Cabernet Sauvignon	red	3.624	12.08	14	169.12	6.834	2011
1051	5/25/2011	Lolita Wass	0	Central	5	Merlot	red	2.229	7	5	35	3.33	2011
7791	5/25/2011	Virgilio Mcelligott	1	Central	7	Merlot	red	2.229	7	10	70	3.89	2011
5393	5/25/2011	Virgilio Mcelligott	1	Central	9	Riesling	white	2.097	6.56	13	85.28	3.93	2011
4301	5/25/2011	Jewel Copas	1	South	6	Sauvignon Blanc	white	2.697	8.87	11	97.57	4.712	2011
521	5/26/2011	Virgilio Mcelligott	1	Central	7	Cabernet Sauvignon	red	3.624	11.65	10	116.5	5.48	2011
3249	5/26/2011	Virgilio Mcelligott	1	Central	6	Pinot Gris	white	3.741	12.04	9	108.36	5.99	2011
9848	5/26/2011	Aiko Hamsher	0	East	6	Chardonnay	white	3.15	10.5	7	73.5	4.536	2011
563	5/26/2011	Karry Noell	0	East	6	Cabernet Sauvignon	red	3.624	12.08	16	193.28	6.6045	2011
151	5/26/2011	Kym Velarde	0	East	5	Pinot Gris	white	3.741	12.47	17	211.99	7.308	2011
9671	5/26/2011	Clement Arias	1	North	6	Pinot Gris	white	3.741	13.42	7	93.94	6.05	2011
3458	5/26/2011	Deloras Mcfetridge	0	West	4	Chardonnay	white	3.15	10.5	23	241.5	6.5586	2011
7056	5/27/2011	Virgilio Mcelligott	1	Central	4	Riesling	white	2.097	6.56	10	65.6	4.04	2011
2890	5/27/2011	Shameka Mertes	0	North	5	Merlot	red	2.229	8.38	10	83.8	4.44	2011
4354	5/27/2011	Tori Hastie	0	South	6	Chardonnay	white	3.15	10.38	23	238.74	6.384	2011
2086	5/27/2011	Tori Hastie	0	South	5	Merlot	red	2.229	7.31	21	153.51	4.6455	2011
8285	5/27/2011	Tori Hastie	0	South	7	Merlot	red	2.229	7.31	7	51.17	3.6195	2011
437	5/27/2011	Bianca Suchan	0	West	6	Riesling	white	2.097	6.99	11	76.89	3.9678	2011
1025	5/28/2011	Dannette Saltsman	0	Central	6	Merlot	red	2.229	7	10	70	4.12	2011
305	5/28/2011	Virgilio Mcelligott	1	Central	5	Sauvignon Blanc	white	2.697	8.56	7	59.92	4.14	2011
9193	5/28/2011	Aiko Hamsher	0	East	6	Riesling	white	2.097	6.99	3	20.97	3.423	2011
3310	5/28/2011	Ben Gerry	1	East	4	Chardonnay	white	3.15	10.5	12	126	6.2475	2011
354	5/28/2011	Karry Noell	0	East	5	Chardonnay	white	3.15	10.5	16	168	6.762	2011
3240	5/28/2011	Karry Noell	0	East	6	Riesling	white	2.097	6.99	8	55.92	3.654	2011
2913	5/28/2011	Kym Velarde	0	East	7	Cabernet Sauvignon	red	3.624	12.08	22	265.76	8.5155	2011
3124	5/28/2011	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	20	210	5.922	2011
4302	5/28/2011	Eura Begay	0	North	5	Merlot	red	2.229	8.38	13	108.94	4.29	2011
6310	5/28/2011	Jewel Copas	1	South	5	Merlot	red	2.229	7.31	21	153.51	5.5955	2011
7952	5/28/2011	Lesia Belt	0	West	6	Shiraz	red	6.051	20.17	28	564.76	12.036	2011
926	5/29/2011	Dannette Saltsman	0	Central	6	Pinot Gris	white	3.741	12.04	12	144.48	6.04	2011
4207	5/29/2011	Aiko Hamsher	0	East	7	Chardonnay	white	3.15	10.5	23	241.5	6.468	2011
8636	5/29/2011	Clement Arias	1	North	6	Sauvignon Blanc	white	2.697	9.94	28	278.32	6.47	2011
3600	5/29/2011	Jewel Copas	1	South	6	Cabernet Sauvignon	red	3.624	11.96	18	215.28	7.011	2011
7706	5/29/2011	Bianca Suchan	0	West	6	Merlot	red	2.229	7.43	11	81.73	4.4268	2011
8870	5/29/2011	Lesia Belt	0	West	7	Pinot Gris	white	3.741	12.47	8	99.76	6.5382	2011
2664	5/30/2011	Dannette Saltsman	0	Central	5	Sauvignon Blanc	white	2.697	8.56	3	25.68	4.53	2011
9827	5/30/2011	Aiko Hamsher	0	East	6	Pinot Gris	white	3.741	12.47	19	236.93	7.1715	2011
1526	5/30/2011	Karry Noell	0	East	6	Sauvignon Blanc	white	2.697	8.99	21	188.79	5.67	2011
5645	5/30/2011	Clement Arias	1	North	6	Shiraz	red	6.051	21.12	8	168.96	8.92	2011
2952	5/30/2011	Mamie Fullington	0	South	8	Cabernet Sauvignon	red	3.624	11.96	15	179.4	5.833	2011
426	5/31/2011	Nilda Hypolite	0	Central	5	Chardonnay	white	3.15	10.07	10	100.7	5.24	2011
9717	5/31/2011	Kym Velarde	0	East	7	Pinot Gris	white	3.741	12.47	17	211.99	7.749	2011
154	5/31/2011	Yolando Galicia	0	North	7	Cabernet Sauvignon	red	3.624	13.03	12	156.36	6.86	2011
5805	6/1/2011	Dannette Saltsman	0	Central	5	Pinot Gris	white	3.741	12.04	16	192.64	7.12	2011
3986	6/1/2011	Nilda Hypolite	0	Central	5	Cabernet Sauvignon	red	3.624	11.65	11	128.15	5.82	2011
8974	6/1/2011	Karry Noell	0	East	8	Chardonnay	white	3.15	10.5	26	273	7.1925	2011
7116	6/1/2011	Eura Begay	0	North	6	Chardonnay	white	3.15	11.45	16	183.2	6.21	2011
2448	6/1/2011	Lavera Mccallie	0	South	6	Chardonnay	white	3.15	10.38	7	72.66	5.3105	2011
4832	6/1/2011	Bianca Suchan	0	West	6	Shiraz	red	6.051	20.17	10	201.7	9.9348	2011
9955	6/1/2011	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	23	170.89	5.7936	2011
9824	6/2/2011	Shameka Mertes	0	North	5	Merlot	red	2.229	8.38	8	67.04	3.64	2011
7730	6/2/2011	Yolando Galicia	0	North	5	Merlot	red	2.229	8.38	17	142.46	4.65	2011
2450	6/3/2011	Ben Gerry	1	East	6	Cabernet Sauvignon	red	3.624	12.08	23	277.84	8.0325	2011
7440	6/3/2011	Karry Noell	0	East	5	Chardonnay	white	3.15	10.5	18	189	6.6675	2011
6321	6/3/2011	Kym Velarde	0	East	7	Pinot Gris	white	3.741	12.47	17	211.99	7.1925	2011
4783	6/3/2011	Lavera Mccallie	0	South	6	Sauvignon Blanc	white	2.697	8.87	5	44.35	4.7975	2011
1630	6/3/2011	Bianca Suchan	0	West	6	Merlot	red	2.229	7.43	16	118.88	4.9878	2011
7533	6/3/2011	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	5	37.15	3.8658	2011
9990	6/3/2011	Deloras Mcfetridge	0	West	5	Shiraz	red	6.051	20.17	11	221.87	9.7206	2011
997	6/3/2011	Lesia Belt	0	West	4	Pinot Gris	white	3.741	12.47	21	261.87	8.1498	2011
7318	6/3/2011	Vicki Kilkenny	0	West	6	Chardonnay	white	3.15	10.5	11	115.5	6.4464	2011
2104	6/3/2011	Vicki Kilkenny	0	West	6	Riesling	white	2.097	6.99	27	188.73	4.692	2011
2611	6/4/2011	Dannette Saltsman	0	Central	7	Riesling	white	2.097	6.56	18	118.08	4.23	2011
374	6/4/2011	Virgilio Mcelligott	1	Central	5	Merlot	red	2.229	7	9	63	4.1	2011
8371	6/4/2011	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	16	118.88	4.872	2011
7907	6/4/2011	Clement Arias	1	North	7	Pinot Gris	white	3.741	13.42	13	174.46	7.56	2011
3517	6/4/2011	Eura Begay	0	North	6	Sauvignon Blanc	white	2.697	9.94	20	198.8	6.19	2011
135	6/4/2011	Shameka Mertes	0	North	6	Shiraz	red	6.051	21.12	20	422.4	11.11	2011
2377	6/4/2011	Mamie Fullington	0	South	5	Riesling	white	2.097	6.87	16	109.92	4.18	2011
4951	6/4/2011	Deloras Mcfetridge	0	West	6	Cabernet Sauvignon	red	3.624	12.08	11	132.88	5.712	2011
5196	6/4/2011	Lesia Belt	0	West	4	Chardonnay	white	3.15	10.5	13	136.5	6.426	2011
5872	6/5/2011	Dannette Saltsman	0	Central	7	Cabernet Sauvignon	red	3.624	11.65	8	93.2	7.21	2011
6294	6/5/2011	Virgilio Mcelligott	1	Central	5	Chardonnay	white	3.15	10.07	13	130.91	6.02	2011
2703	6/5/2011	Shameka Mertes	0	North	7	Pinot Gris	white	3.741	13.42	14	187.88	7.18	2011
8143	6/6/2011	Dannette Saltsman	0	Central	8	Cabernet Sauvignon	red	3.624	11.65	21	244.65	7.17	2011
9081	6/6/2011	Aiko Hamsher	0	East	5	Sauvignon Blanc	white	2.697	8.99	20	179.8	5.985	2011
1480	6/6/2011	Ben Gerry	1	East	7	Merlot	red	2.229	7.43	35	260.05	5.733	2011
7213	6/6/2011	Yolando Galicia	0	North	6	Shiraz	red	6.051	21.12	11	232.32	9.8	2011
1468	6/6/2011	Mamie Fullington	0	South	7	Pinot Gris	white	3.741	12.35	4	49.4	6.0895	2011
8776	6/6/2011	Mamie Fullington	0	South	5	Pinot Gris	white	3.741	12.35	32	395.2	6.954	2011
7771	6/6/2011	Deloras Mcfetridge	0	West	8	Merlot	red	2.229	7.43	9	66.87	4.6308	2011
7482	6/6/2011	Vicki Kilkenny	0	West	5	Shiraz	red	6.051	20.17	23	463.91	11.7606	2011
7017	6/7/2011	Nilda Hypolite	0	Central	4	Riesling	white	2.097	6.56	8	52.48	3.89	2011
5068	6/7/2011	Aiko Hamsher	0	East	5	Riesling	white	2.097	6.99	12	83.88	4.284	2011
8204	6/7/2011	Jewel Copas	1	South	6	Pinot Gris	white	3.741	12.35	10	123.5	6.08	2011
2781	6/7/2011	Deloras Mcfetridge	0	West	7	Merlot	red	2.229	7.43	16	118.88	4.7532	2011
1435	6/7/2011	Lesia Belt	0	West	5	Merlot	red	2.229	7.43	14	104.02	4.5594	2011
7194	6/8/2011	Virgilio Mcelligott	1	Central	5	Pinot Gris	white	3.741	12.04	5	60.2	5.66	2011
4599	6/8/2011	Kym Velarde	0	East	4	Sauvignon Blanc	white	2.697	8.99	7	62.93	4.9455	2011
9977	6/8/2011	Shameka Mertes	0	North	6	Sauvignon Blanc	white	2.697	9.94	8	79.52	5.78	2011
9323	6/8/2011	Jewel Copas	1	South	6	Chardonnay	white	3.15	10.38	10	103.8	4.788	2011
1098	6/8/2011	Tori Hastie	0	South	5	Merlot	red	2.229	7.31	9	65.79	3.8855	2011
4470	6/8/2011	Deloras Mcfetridge	0	West	7	Pinot Gris	white	3.741	12.47	18	224.46	8.1804	2011
6741	6/8/2011	Lesia Belt	0	West	8	Cabernet Sauvignon	red	3.624	12.08	22	265.76	8.2314	2011
9608	6/9/2011	Shameka Mertes	0	North	7	Riesling	white	2.097	7.94	15	119.1	4.66	2011
9650	6/10/2011	Dannette Saltsman	0	Central	7	Sauvignon Blanc	white	2.697	8.56	40	342.4	6.28	2011
5921	6/10/2011	Lolita Wass	0	Central	8	Shiraz	red	6.051	19.74	17	335.58	11.05	2011
8365	6/10/2011	Aiko Hamsher	0	East	7	Sauvignon Blanc	white	2.697	8.99	7	62.93	4.2735	2011
8083	6/10/2011	Clement Arias	1	North	7	Riesling	white	2.097	7.94	41	325.54	6.74	2011
8440	6/10/2011	Shameka Mertes	0	North	7	Cabernet Sauvignon	red	3.624	13.03	7	91.21	7.19	2011
3163	6/11/2011	Aiko Hamsher	0	East	7	Riesling	white	2.097	6.99	14	97.86	4.326	2011
8539	6/11/2011	Karry Noell	0	East	8	Pinot Gris	white	3.741	12.47	31	386.57	7.6755	2011
9676	6/11/2011	Jewel Copas	1	South	7	Cabernet Sauvignon	red	3.624	11.96	20	239.2	7.049	2011
1360	6/11/2011	Deloras Mcfetridge	0	West	7	Riesling	white	2.097	6.99	14	97.86	4.59	2011
8303	6/12/2011	Virgilio Mcelligott	1	Central	5	Pinot Gris	white	3.741	12.04	15	180.6	6.81	2011
1821	6/12/2011	Tori Hastie	0	South	6	Merlot	red	2.229	7.31	14	102.34	3.743	2011
7416	6/13/2011	Ben Gerry	1	East	6	Pinot Gris	white	3.741	12.47	16	199.52	7.0245	2011
350	6/13/2011	Karry Noell	0	East	5	Chardonnay	white	3.15	10.5	10	105	5.943	2011
8843	6/13/2011	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	17	178.5	6.972	2011
8042	6/13/2011	Clement Arias	1	North	5	Chardonnay	white	3.15	11.45	19	217.55	6.02	2011
5213	6/13/2011	Jewel Copas	1	South	8	Chardonnay	white	3.15	10.38	10	103.8	5.7665	2011
6538	6/13/2011	Tori Hastie	0	South	4	Pinot Gris	white	3.741	12.35	19	234.65	6.764	2011
4685	6/13/2011	Lesia Belt	0	West	6	Chardonnay	white	3.15	10.5	14	147	6.018	2011
4641	6/14/2011	Dannette Saltsman	0	Central	7	Chardonnay	white	3.15	10.07	17	171.19	6.95	2011
6212	6/14/2011	Nilda Hypolite	0	Central	6	Riesling	white	2.097	6.56	9	59.04	3.76	2011
1368	6/14/2011	Kym Velarde	0	East	9	Chardonnay	white	3.15	10.5	13	136.5	5.355	2011
3049	6/14/2011	Kym Velarde	0	East	6	Sauvignon Blanc	white	2.697	8.99	14	125.86	5.6175	2011
7347	6/14/2011	Eura Begay	0	North	7	Pinot Gris	white	3.741	13.42	9	120.78	6.14	2011
7030	6/14/2011	Yolando Galicia	0	North	6	Chardonnay	white	3.15	11.45	10	114.5	6.44	2011
4288	6/14/2011	Yolando Galicia	0	North	7	Merlot	red	2.229	8.38	18	150.84	5.26	2011
1143	6/15/2011	Nilda Hypolite	0	Central	5	Sauvignon Blanc	white	2.697	8.56	20	171.2	5.29	2011
3920	6/15/2011	Aiko Hamsher	0	East	7	Merlot	red	2.229	7.43	28	208.04	5.8065	2011
702	6/15/2011	Clement Arias	1	North	7	Chardonnay	white	3.15	11.45	15	171.75	6.01	2011
580	6/15/2011	Clement Arias	1	North	5	Pinot Gris	white	3.741	13.42	17	228.14	6.3	2011
4123	6/15/2011	Jewel Copas	1	South	7	Cabernet Sauvignon	red	3.624	11.96	5	59.8	6.1275	2011
4865	6/15/2011	Jewel Copas	1	South	6	Chardonnay	white	3.15	10.38	14	145.32	6.2415	2011
5237	6/15/2011	Lavera Mccallie	0	South	6	Cabernet Sauvignon	red	3.624	11.96	20	239.2	6.1465	2011
9005	6/16/2011	Dannette Saltsman	0	Central	7	Merlot	red	2.229	7	15	105	5.1	2011
1462	6/16/2011	Lolita Wass	0	Central	7	Sauvignon Blanc	white	2.697	8.56	11	94.16	4.76	2011
5814	6/16/2011	Virgilio Mcelligott	1	Central	5	Shiraz	red	6.051	19.74	16	315.84	11.36	2011
7458	6/16/2011	Kym Velarde	0	East	7	Chardonnay	white	3.15	10.5	27	283.5	6.5205	2011
2520	6/16/2011	Kym Velarde	0	East	5	Pinot Gris	white	3.741	12.47	15	187.05	7.602	2011
6851	6/16/2011	Kym Velarde	0	East	7	Pinot Gris	white	3.741	12.47	12	149.64	6.888	2011
2043	6/16/2011	Eura Begay	0	North	6	Chardonnay	white	3.15	11.45	15	171.75	6.53	2011
4670	6/16/2011	Eura Begay	0	North	7	Chardonnay	white	3.15	11.45	15	171.75	6.03	2011
4998	6/16/2011	Tori Hastie	0	South	6	Chardonnay	white	3.15	10.38	23	238.74	6.156	2011
7037	6/16/2011	Deloras Mcfetridge	0	West	4	Merlot	red	2.229	7.43	13	96.59	4.182	2011
292	6/17/2011	Dannette Saltsman	0	Central	5	Pinot Gris	white	3.741	12.04	9	108.36	5.99	2011
5652	6/17/2011	Nilda Hypolite	0	Central	6	Chardonnay	white	3.15	10.07	15	151.05	6.77	2011
5503	6/17/2011	Nilda Hypolite	0	Central	8	Merlot	red	2.229	7	18	126	4.99	2011
9132	6/17/2011	Nilda Hypolite	0	Central	7	Merlot	red	2.229	7	15	105	4.73	2011
1747	6/17/2011	Aiko Hamsher	0	East	6	Chardonnay	white	3.15	10.5	20	210	7.098	2011
1393	6/17/2011	Kym Velarde	0	East	7	Chardonnay	white	3.15	10.5	16	168	6.3315	2011
1366	6/17/2011	Lavera Mccallie	0	South	7	Merlot	red	2.229	7.31	22	160.82	4.7405	2011
8340	6/18/2011	Lolita Wass	0	Central	8	Chardonnay	white	3.15	10.07	12	120.84	5.77	2011
6889	6/18/2011	Lolita Wass	0	Central	6	Pinot Gris	white	3.741	12.04	28	337.12	7.51	2011
7732	6/18/2011	Virgilio Mcelligott	1	Central	5	Cabernet Sauvignon	red	3.624	11.65	20	233	6.74	2011
3425	6/18/2011	Aiko Hamsher	0	East	4	Chardonnay	white	3.15	10.5	15	157.5	6.069	2011
4481	6/18/2011	Aiko Hamsher	0	East	6	Shiraz	red	6.051	20.17	15	302.55	9.072	2011
5626	6/18/2011	Clement Arias	1	North	4	Merlot	red	2.229	8.38	11	92.18	4.26	2011
9223	6/18/2011	Bianca Suchan	0	West	7	Merlot	red	2.229	7.43	4	29.72	3.6516	2011
7955	6/18/2011	Deloras Mcfetridge	0	West	6	Cabernet Sauvignon	red	3.624	12.08	10	120.8	5.7222	2011
8054	6/19/2011	Lolita Wass	0	Central	5	Cabernet Sauvignon	red	3.624	11.65	5	58.25	5.36	2011
2986	6/19/2011	Kym Velarde	0	East	6	Merlot	red	2.229	7.43	26	193.18	5.5755	2011
9401	6/19/2011	Eura Begay	0	North	5	Sauvignon Blanc	white	2.697	9.94	16	159.04	5.24	2011
3202	6/20/2011	Shameka Mertes	0	North	4	Chardonnay	white	3.15	11.45	6	68.7	5.42	2011
6751	6/20/2011	Mamie Fullington	0	South	7	Pinot Gris	white	3.741	12.35	14	172.9	6.27	2011
8833	6/20/2011	Bianca Suchan	0	West	7	Chardonnay	white	3.15	10.5	10	105	5.3244	2011
6462	6/20/2011	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	42	312.06	6.5178	2011
8155	6/21/2011	Nilda Hypolite	0	Central	7	Chardonnay	white	3.15	10.07	20	201.4	6.83	2011
844	6/21/2011	Virgilio Mcelligott	1	Central	5	Pinot Gris	white	3.741	12.04	14	168.56	7.54	2011
6710	6/21/2011	Virgilio Mcelligott	1	Central	6	Shiraz	red	6.051	19.74	13	256.62	9.81	2011
198	6/21/2011	Yolando Galicia	0	North	6	Chardonnay	white	3.15	11.45	21	240.45	7.07	2011
9236	6/21/2011	Yolando Galicia	0	North	7	Pinot Gris	white	3.741	13.42	13	174.46	6.27	2011
2530	6/21/2011	Mamie Fullington	0	South	8	Merlot	red	2.229	7.31	15	109.65	4.085	2011
7345	6/22/2011	Nilda Hypolite	0	Central	7	Merlot	red	2.229	7	18	126	4.87	2011
8721	6/22/2011	Kym Velarde	0	East	6	Chardonnay	white	3.15	10.5	27	283.5	6.9615	2011
133	6/22/2011	Tori Hastie	0	South	7	Merlot	red	2.229	7.31	13	95.03	3.762	2011
2845	6/22/2011	Lesia Belt	0	West	6	Pinot Gris	white	3.741	12.47	16	199.52	6.9156	2011
8818	6/22/2011	Vicki Kilkenny	0	West	7	Shiraz	red	6.051	20.17	11	221.87	8.9964	2011
4428	6/23/2011	Dannette Saltsman	0	Central	4	Chardonnay	white	3.15	10.07	13	130.91	6.02	2011
850	6/23/2011	Dannette Saltsman	0	Central	6	Pinot Gris	white	3.741	12.04	12	144.48	6.56	2011
2811	6/23/2011	Lolita Wass	0	Central	4	Pinot Gris	white	3.741	12.04	22	264.88	7.63	2011
1781	6/23/2011	Ben Gerry	1	East	7	Chardonnay	white	3.15	10.5	13	136.5	6.5205	2011
3743	6/23/2011	Ben Gerry	1	East	8	Shiraz	red	6.051	20.17	23	463.91	11.0985	2011
686	6/23/2011	Kym Velarde	0	East	4	Cabernet Sauvignon	red	3.624	12.08	9	108.72	6.7935	2011
574	6/23/2011	Yolando Galicia	0	North	7	Merlot	red	2.229	8.38	8	67.04	3.04	2011
6506	6/23/2011	Mamie Fullington	0	South	5	Merlot	red	2.229	7.31	22	160.82	5.5195	2011
3334	6/23/2011	Deloras Mcfetridge	0	West	7	Shiraz	red	6.051	20.17	11	221.87	11.9238	2011
9997	6/24/2011	Dannette Saltsman	0	Central	5	Chardonnay	white	3.15	10.07	18	181.26	5.4	2011
3940	6/24/2011	Lolita Wass	0	Central	7	Merlot	red	2.229	7	6	42	2.92	2011
9636	6/24/2011	Lolita Wass	0	Central	7	Riesling	white	2.097	6.56	4	26.24	3.18	2011
2921	6/24/2011	Virgilio Mcelligott	1	Central	5	Riesling	white	2.097	6.56	11	72.16	4.01	2011
709	6/24/2011	Aiko Hamsher	0	East	6	Merlot	red	2.229	7.43	8	59.44	4.683	2011
3243	6/24/2011	Jewel Copas	1	South	6	Cabernet Sauvignon	red	3.624	11.96	28	334.88	7.429	2011
1395	6/24/2011	Bianca Suchan	0	West	5	Merlot	red	2.229	7.43	10	74.3	3.9984	2011
6955	6/24/2011	Deloras Mcfetridge	0	West	5	Cabernet Sauvignon	red	3.624	12.08	27	326.16	7.4664	2011
1588	6/24/2011	Deloras Mcfetridge	0	West	6	Merlot	red	2.229	7.43	29	215.47	5.9466	2011
5104	6/24/2011	Lesia Belt	0	West	6	Cabernet Sauvignon	red	3.624	12.08	21	253.68	7.4664	2011
7717	6/24/2011	Lesia Belt	0	West	6	Sauvignon Blanc	white	2.697	8.99	19	170.81	5.9058	2011
1970	6/25/2011	Dannette Saltsman	0	Central	6	Chardonnay	white	3.15	10.07	13	130.91	5.52	2011
4464	6/25/2011	Nilda Hypolite	0	Central	6	Merlot	red	2.229	7	15	105	4.57	2011
2508	6/25/2011	Clement Arias	1	North	5	Chardonnay	white	3.15	11.45	17	194.65	5.95	2011
9130	6/25/2011	Shameka Mertes	0	North	5	Merlot	red	2.229	8.38	16	134.08	3.72	2011
5115	6/25/2011	Yolando Galicia	0	North	6	Sauvignon Blanc	white	2.697	9.94	11	109.34	5.49	2011
1071	6/25/2011	Bianca Suchan	0	West	7	Merlot	red	2.229	7.43	6	44.58	3.876	2011
7096	6/26/2011	Kym Velarde	0	East	5	Merlot	red	2.229	7.43	20	148.6	4.977	2011
7579	6/26/2011	Yolando Galicia	0	North	6	Chardonnay	white	3.15	11.45	9	103.05	5.28	2011
1697	6/26/2011	Bianca Suchan	0	West	6	Cabernet Sauvignon	red	3.624	12.08	10	120.8	6.3444	2011
161	6/27/2011	Ben Gerry	1	East	7	Pinot Gris	white	3.741	12.47	17	211.99	6.594	2011
2706	6/27/2011	Kym Velarde	0	East	6	Merlot	red	2.229	7.43	18	133.74	4.305	2011
148	6/27/2011	Clement Arias	1	North	5	Sauvignon Blanc	white	2.697	9.94	17	168.98	5.99	2011
6290	6/27/2011	Shameka Mertes	0	North	6	Cabernet Sauvignon	red	3.624	13.03	16	208.48	6.69	2011
5472	6/27/2011	Shameka Mertes	0	North	6	Chardonnay	white	3.15	11.45	25	286.25	6.97	2011
8794	6/27/2011	Jewel Copas	1	South	7	Merlot	red	2.229	7.31	9	65.79	3.7145	2011
8000	6/27/2011	Lavera Mccallie	0	South	7	Chardonnay	white	3.15	10.38	21	217.98	6.0135	2011
1044	6/27/2011	Deloras Mcfetridge	0	West	5	Merlot	red	2.229	7.43	10	74.3	3.8964	2011
3853	6/27/2011	Deloras Mcfetridge	0	West	6	Riesling	white	2.097	6.99	11	76.89	3.7434	2011
6319	6/27/2011	Lesia Belt	0	West	7	Merlot	red	2.229	7.43	19	141.17	5.0082	2011
4792	6/27/2011	Vicki Kilkenny	0	West	7	Cabernet Sauvignon	red	3.624	12.08	5	60.4	5.9976	2011
